198	Kanister z kranem na wodę 30L	KanDIN61kran3/4	36.59	20	t	f9a1364f-543c-431b-814e-6dde8bfb60ad-fotor-bg-remover-20251215103653.png	<h2>Kanister z kranem na wodę 30L</h2>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik 3/4 z zaworem kulowym dla wygodnego dozowania oraz nakrętkę DIN 61</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	kanister-z-kranem-na-wode-30l-198	1643	\N	\N	\N	\N	\N
25	Redukcja IBC Adapter Mauser S60x6 2 cale	28BR/0006	25.61	934	t	114.jpg	<p><strong>Redukcja / Adapter IBC Mauser S60x6 – 2 cale</strong></p>\r\n\r\n<p>ℹ️ Do zbiorników 600L / 1000L | Produkt NOWY</p>\r\n\r\n<p>ℹ️ Wysokiej jakości adapter wykonany z tworzywa sztucznego, przeznaczony do paleto-pojemników IBC (np. 600L, 1000L).</p>\r\n\r\n<p>ℹ️ Pasuje do popularnych zbiorników Mauser z gwintem S60x6.<br />\r\n<br />\r\n </p>\r\n\r\n<p><strong>Specyfikacja:</strong></p>\r\n\r\n<p>ℹ️ Rodzaj adaptera: Redukcja 2"</p>\r\n\r\n<p>ℹ️ Wejście: Gwint wewnętrzny S60x6 – 2"</p>\r\n\r\n<p>(trapezowy, niesymetryczny gwint – tzw. „gruby gwint” stosowany m.in. w zbiornikach IBC 1000L)</p>\r\n\r\n<p>ℹ️ Wyjście: Gwint wewnętrzny 2" BSP</p>\r\n\r\n<p>(standardowy gwint rurowy wykorzystywany w instalacjach wodociągowych i sanitarnych)</p>	\N	\N	2026-04-29 18:02:41	120	f	redukcja-ibc-adapter-mauser-s60x6-2-cale-25	1437	\N	\N	\N	\N	\N
22	Nypel 3/4'' - Adapter Zbiornik 1000L	25BR/0010	23.22	9967	t	108.jpg	<p><strong>Nypel mosiężny 3/4 cala + nakrętka 6cm</strong></p>\r\n\r\n<p>&#10004;️ Stan: Nowy</p>\r\n\r\n<p>&#10004;️ Nakrętka (korek) plastikowy z grubym gwintem z uszczelką 2” (cale) „DIN 61” 60mm.<br />\r\n </p>\r\n\r\n<p><strong>Zastosowanie:</strong></p>\r\n\r\n<p>Pasuje do kanistrów i zbiorników o pojemności:</p>\r\n\r\n<p>10L 20L 25L 30L 60L Zbiorników (Mauser) IBC 600L 1000L</p>\r\n\r\n<p><strong>Specyfikacja:</strong></p>\r\n\r\n<p>Średnica korka: 60mm (2 cale)</p>\r\n\r\n<p>Nypel mosiężny: 3/4 cala</p>	\N	\N	2026-04-29 18:02:41	120	f	nypel-34-adapter-zbiornik-1000l-22	1434	\N	\N	\N	\N	\N
20	Mufa Plastikowa 1/2	23BR/0006	15.22	9963	t	103.jpg	<p><strong>Mufka plastikowa 1/2” + korek do beczki (NOWY)</strong></p>\r\n\r\n<p>W zestawie:</p>\r\n\r\n<p>&#10004;️ Plastikowy korek z uszczelką – gruby gwint 2” (51 mm)</p>\r\n\r\n<p>&#10004;️ Mufka plastikowa 1/2” – złączka z gwintem wewnętrznym</p>\r\n\r\n<p>Pasuje do beczek o pojemności:100 L, 120 L, 200 L, 220 L<br />\r\n<br />\r\n </p>\r\n\r\n<p><strong>Specyfikacja</strong>:</p>\r\n\r\n<p>ℹ️ Średnica zewnętrzna korka (z gwintem): 56 mm (2”)</p>\r\n\r\n<p>ℹ️ Wysokość korka: 24 mm</p>\r\n\r\n<p>ℹ️ Gwint mufki: 1/2” (wewnętrzny)</p>\r\n\r\n<p>ℹ️ Średnica wewnętrzna mufki (do gwintu): 1,8 mm</p>	\N	\N	2026-04-29 18:02:41	120	f	mufa-plastikowa-12-20	1432	\N	\N	\N	\N	\N
202	Kanister na wodę z kranem 10L	kan10kranplast	20.32	16	t	Kanister-na-wode-z-kranem-10L.jpg	<h1>Kanister na wodę z kranem 10L</h1>\r\n\r\n<p><b>Kanister na wodę 10L z kranem</b></p>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik z zaworem kulowym dla wygodnego dozowania</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	kanister-na-wode-z-kranem-10l-202	1647	\N	\N	\N	\N	\N
199	Kanister z kranem na wodę 20L	KanDIN61kran3/420l	32.52	20	t	51a042f3-5194-435e-bf10-ce0aae22c154-fotor-bg-remover-2025121512132.png	<h2> </h2>\r\n\r\n<h1>Kanister na wodę z kranem 20L</h1>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik 3/4 z zaworem kulowym dla wygodnego dozowania oraz nakrętkę DIN 61</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	kanister-z-kranem-na-wode-20l-199	1644	\N	\N	\N	\N	\N
200	Kanister 10L na wodę z kranem 3/4	kan10kran3/4	20.32	16	t	3_preview_rev_1,,.png	<p><b>Kanister na wodę 10L z kranem</b></p>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik 3/4 z zaworem kulowym dla wygodnego dozowania</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	kanister-10l-na-wode-z-kranem-34-200	1645	\N	\N	\N	\N	\N
201	Kanister 10L na wodę z kranem 1/2	kan10kran1/2	20.32	16	t	3_preview_rev_1,,.png	<p><b>Kanister na wodę 10L z kranem</b></p>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik 1/2 z zaworem kulowym dla wygodnego dozowania</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	kanister-10l-na-wode-z-kranem-12-201	1646	\N	\N	\N	\N	\N
203	Kanister z kranem 5L - umywalka	Kan5Lkran	20.81	25	t	dccc.png	<p><b>Kanister 5L z kranem</b></p>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik z zaworem kulowym</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	kanister-z-kranem-5l-umywalka-203	1648	\N	\N	\N	\N	\N
204	UMYWALKA Kanister 5L z kranem 3/4	Kan5kran3/4	20.81	20	t	1aaa.png	<p><b>Kanister 5L z kranem 3/4</b></p>\r\n\r\n<p>&#10004;️ Wysokiej jakości kanister do przechowywania cieczy</p>\r\n\r\n<p>&#10004;️ Wyposażony w praktyczny kranik z zaworem kulowym</p>\r\n\r\n<p>&#10004;️ Posiada wygodny uchwyt ułatwiający przenoszenie</p>\r\n\r\n<p>&#10004;️Doskonały na działkę, w podróży, pod namiotem i wszędzie tam, gdzie brakuje dostępu do bieżącej wody</p>	\N	\N	2026-04-29 18:02:42	80	f	umywalka-kanister-5l-z-kranem-34-204	1649	\N	\N	\N	\N	\N
28	Rozdzielacz z zaworem i korkiem do beczki	31BR/0052	21.94	9992	t	128.jpg	<p>Rozdzielacz z zaworem odcinającym do szybkozłącza ogrodowego - nowy</p>\r\n\r\n<p>&#10004;️ Plastikowy korek o średnicy 51 mm (2 cale), wyposażony w uszczelkę oraz grubym gwintem. Umożliwia podłączenie węża ogrodowego o średnicy 3/4" lub 1/2" (wąż powinien być zakończony szybkozłączem).</p>\r\n\r\n<p>&#10004;️ Zakończony motylkową końcówką z zaworem odcinającym, która umożliwia regulację przepływu cieczy.<br />\r\n </p>\r\n\r\n<p>ℹ️ Parametry korka:</p>\r\n\r\n<ul>\r\n\t<li>\r\n\t<p>Średnica: 51 mm (2")</p>\r\n\t</li>\r\n\t<li>\r\n\t<p>Wysokość: 24 mm</p>\r\n\t</li>\r\n</ul>\r\n\r\n<p>ℹ️ Parametry złączki:</p>\r\n\r\n<ul>\r\n\t<li>\r\n\t<p>Złączka z zaworem</p>\r\n\t</li>\r\n\t<li>Przepływ: 1 x 0,9 mm</li>\r\n</ul>	\N	\N	2026-04-29 18:02:41	79	f	rozdzielacz-z-zaworem-i-korkiem-do-beczki-28	1440	\N	\N	\N	\N	\N
26	Łącznik IBC S60x6 na wąż 1"	29BR/0023	37.40	103	t	118.jpg	<p><strong>Złącze 2" z redukcją na wąż - Produkt NOWY | Oryginał włoskiej produkcji</strong></p>\r\n\r\n<p>&#10004;️ Wysokiej jakości złącze z gwintem DIN61 (średnica 6 cm), kompatybilne z większością kanistrów o pojemności 20L, 25L, 30L, 60L oraz ze zbiornikami IBC (Mauser) 600L i 1000L.</p>\r\n\r\n<p>&#10004;️ Wyposażone w prosty wtyk na wąż DN25 (fi 25 mm), które umożliwia pewne i szczelne mocowanie – montaż odbywa się na zasadzie wcisku.<br />\r\n<br />\r\n </p>\r\n\r\n<p><strong>Specyfikacja:</strong></p>\r\n\r\n<p>Średnica złącza IBC: 60x6 (6cm) (2 cale) z uszczelką gumową</p>\r\n\r\n<p>Średnica wewnętrzna przepływu cieczy : 19mm</p>\r\n\r\n<p>Średnica zewnętrzna pod wąż: 25mm</p>\r\n\r\n<p>Długość mocowania węża na choince: 55mm</p>	\N	\N	2026-04-29 18:02:41	120	f	lacznik-ibc-s60x6-na-waz-1-26	1438	\N	\N	\N	\N	\N
30	Nypel Plastikowy 1''-Adapter Beczka Redukcja Korek	34BR/0013	24.39	989	t	148.jpg	<p><strong>Nypel Plastikowy 1 cal + Korek do beczki</strong></p>\r\n\r\n<p>&#10004;️ Produkt NOWY</p>\r\n\r\n<p>&#10004;️ Korek plastikowy (NOWY) z grubym gwintem 2” (cale) 51mm z uszczelką.</p>\r\n\r\n<p>&#10004;️ Pasuje do beczek: 100L 120L 200L 220L</p>\r\n\r\n<p>&#10004;️ Nypel 1cal – złączka plastikowa z gwintem zewnętrznym (32mm)<br />\r\n<br />\r\n </p>\r\n\r\n<p><strong>Właściwości:</strong></p>\r\n\r\n<p>ℹ️ Średnica zewnętrzna korka z gwintem: 56mm (2” cale)</p>\r\n\r\n<p>ℹ️ Wysokość korka: 25mm</p>\r\n\r\n<p>ℹ️ Nypel: 1cal</p>	\N	\N	2026-04-29 18:02:41	79	f	nypel-plastikowy-1-adapter-beczka-redukcja-korek-30	1443	\N	\N	\N	\N	\N
31	Wylewka IBC Mauzer Zbiornik 1000L - komplet	35SR/0041	13.00	986	t	150.jpg	<p><b>Wylewka do zbiornika IBC/Mauzer 1000L – komplet</b></p>\r\n\r\n<p>Stan: Nowy</p>\r\n\r\n<p>Kompletny zestaw wylewki przeznaczony do zbiorników IBC o pojemnościach 600 L, 800 L oraz 1000 L, wyposażonych w zawór z grubym gwintem 2” (cale).</p>\r\n\r\n<p>Wylewka posiada ruchome elementy, co umożliwia ustawienie jej w dowolnej pozycji, ułatwiając użytkowanie. Po jej odkręceniu, dołączoną nakrętkę z dekielkiem i uszczelką można wykorzystać jako korek do szczelnego zaślepienia zaworu zbiornika.<br />\r\n<br />\r\n </p>\r\n\r\n<p>Specyfikacja:</p>\r\n\r\n<p>ℹ️ Średnica dławicy wylotu: 40mm</p>\r\n\r\n<p>ℹ️ Długość wylewki bez korka: 12,5mm</p>\r\n\r\n<p>ℹ️ Średnica korka: 6cm (2 cale)</p>	\N	\N	2026-04-29 18:02:41	79	f	wylewka-ibc-mauzer-zbiornik-1000l-komplet-31	1444	\N	\N	\N	\N	\N
33	Plomba do beczek plastikowych S70x6 duża	379	1.38	1000	t	193.jpg	<p><strong>Produkt dostępny również w cenach hurtowych</strong><br />\r\n<br />\r\n<b>Kapsel / Plomba zrywana do beczek plastikowych S70x6</b></p>\r\n\r\n<ul>\r\n\t<li>Stan: Nowy</li>\r\n\t<li>Kapsel, plomba do beczek plastikowych zrywana, zabezpiecza przed wykręceniem korka z beczki.</li>\r\n\t<li>Pasuje do beczek: 60L 100L 120L 200L 220L</li>\r\n</ul>\r\n\r\n<p><strong>Specyfikacja</strong>:</p>\r\n\r\n<p>Szerokość do wypustów w plombie: 74mm</p>\r\n\r\n<p>Szerokość całej plomby: 76mm</p>\r\n\r\n<p>S70x6 (pasują na duże wlewy do beczek, na duże korki)</p>	\N	\N	2026-04-29 18:02:41	93	f	plomba-do-beczek-plastikowych-s70x6-duza-33	1446	\N	\N	\N	\N	\N
32	Plomba do beczki plastikowej S56x4 mała	368	1.34	1000	t	159.jpg	<p><strong>Produkt dostępny również w cenach hurtowych</strong><br />\r\n<br />\r\n<br />\r\n<b>Kapsel / Plomba zrywana do beczek plastikowych</b></p>\r\n\r\n<p>Stan: Nowy</p>\r\n\r\n<p>Zrywalna plomba zabezpieczająca przed nieautoryzowanym odkręceniem korka z beczki. Przeznaczona do stosowania z plastikowymi beczkami o pojemnościach: 60 L, 100 L, 120 L, 200 L, 220 L.</p>\r\n\r\n<p>Idealna do zabezpieczania średnich korków (np. typu S56x4) montowanych w mniejszych wlewach.<br />\r\n<br />\r\n </p>\r\n\r\n<p>Specyfikacja:</p>\r\n\r\n<ul>\r\n\t<li>Typ: S65x68 (na średnie korki, małe wlewy)</li>\r\n\t<li>Średnica do wypustów: 65 mm</li>\r\n\t<li>Średnica wewnętrzna całkowita: 68 mm</li>\r\n\t<li>Kompatybilność: Korek S56x4</li>\r\n</ul>	\N	\N	2026-04-29 18:02:41	93	f	plomba-do-beczki-plastikowej-s56x4-mala-32	1445	\N	\N	\N	\N	\N
205	Zawór Mauser IBC S75x6 2 cale Zbiornik 1000L klapowy	zawklap	51.22	10	t	1sss.jpg	<p><b>Zawór Mauser IBC S75x6 2 cale</b></p>\r\n\r\n<p>&#9989; Nowy wysokiej jakości zawór klapowy z tworzywa do beczki typu IBC (Mauzer)</p>\r\n\r\n<p>Odporny na chemię oraz produkty ropopochodne zawór klapowy.<br />\r\n<br />\r\n </p>\r\n\r\n<p><b>Specyfikacja techniczna:</b></p>\r\n\r\n<p>&#10004; Wejście: Gwint wewnętrzny S75x6 (niesymetryczny gwint trapezowy – tzw. "gruby" gwint, standardowy dla paletopojemników)</p>\r\n\r\n<p>&#10004; Wyjście:</p>\r\n\r\n<p>      &#9989;Gwint zewnętrzny drobnozwojny Ø 63 mm z nakrętką</p>\r\n\r\n<p>      &#9989;Złącze typu CAMLOCK</p>	\N	\N	2026-04-29 18:02:42	97	f	zawor-mauser-ibc-s75x6-2-cale-zbiornik-1000l-klapowy-205	1650	\N	\N	\N	\N	\N
